# Information about metabolites deregulated. Metabolite identification was done with Pathos (using the m/z value) or and KEGGREST (using the chemical formula estimated with an in house MATLAB script). ""Metabolite identification"", ""Search engine"" and ""KEGG db identifier"" columns were left empty when neither chemical formula nor m/z were found in the database. Columns starting with ""Mlp"" indicate the fold change of the metabolite in the transgenic line expressing the corresponding CE.																		
m/z	Molecular formula	Metabolite identification	Search engine	KEGG db identifier	Mlp102036	Mlp106078	Mlp123227	Mlp123531	Mlp124256	Mlp124266	Mlp124357	Mlp124466	Mlp124497	Mlp124499	Mlp124518	Mlp37347	Mlp72983	Mlp123218
290.088139	C11H17NO8	Sarmentosin epoxide	KEGGREST	C08341	2.178701709	2.444287904	2.129195783	0	0	2.36535925	0	0	0	2.29665313	2.125612087	2.387180455	0	0
292.119046	C15H19NO5				2.126227607	0	0	2.72033056	0	0	0	0	0	0	2.287523241	0	0	0
297.124465	C17H18N2O3				0	0	0	0	0	2.236157357	0	0	0	0	2.591892999	0	0	0
297.134361	C15H22O6	Sesamex	KEGGREST	C19146	4.145625946	0	4.316364218	0	0	0	0	0	0	3.833540112	0	0	0	3.671637663
297.134361	C15H22O6	Neoilludin A	KEGGREST	C19956	4.145625946	0	4.316364218	0	0	0	0	0	0	3.833540112	0	0	0	3.671637663
298.056839	C12H13NO8				0	0	-2.431818721	0	0	0	0	0	0	0	0	0	0	0
299.019726	C15H8O7	Pseudopurpurin	KEGGREST	C10394	0	0	-2.037634109	0	0	-2.037634109	-2.037634109	0	0	0	0	0	0	0
299.040855	C12H12O9				0	0	-2.407805332	0	0	-2.063829379	0	0	0	0	0	0	0	0
299.201653	C20H28O2	Retinoate	Pathos	C00777	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	13-cis-Retinoic acid	KEGGREST	C07058	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	Spruceanol	KEGGREST	C09188	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	Dehydroabietic acid	KEGGREST	C12078	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	19-Norprogesterone	KEGGREST	C14489	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	"19-Nor-17alpha-pregn-5(10)-en-20-yne-3alpha,17beta-diol"	KEGGREST	C14652	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	"17beta-Hydroxy-17-methylandrosta-4,9(11)-dien-3-one"	KEGGREST	C14684	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	"17beta-Hydroxy-2-methylandrost-1,4-dien-3-one"	KEGGREST	C14925	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	"A-Norpregn-3(5)-ene-2,20-dione"	KEGGREST	C15263	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	"17beta-Hydroxy-7alpha-methylandrost-1,4-diene-3-one"	KEGGREST	C15307	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	"17alpha-Methyl-17beta-hydroxyandrosta-4,6-dien-3-one"	KEGGREST	C15353	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	9-cis-Retinoic acid	Pathos	C15493	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	4-Oxoretinol	Pathos	C16683	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	(3R)-11-cis-3-Hydroxyretinal	KEGGREST	C18195	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	(3R)-all-trans-3-Hydroxyretinal	KEGGREST	C18196	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	(3S)-11-cis-3-Hydroxyretinal	KEGGREST	C20428	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	(3S)-all-trans-3-Hydroxyretinal	KEGGREST	C20429	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.201653	C20H28O2	Sugiol	KEGGREST	C21822	0	0	4.271084979	0	0	0	0	0	0	0	0	0	0	0
299.259167	C18H36O3	(R)-2-Hydroxystearate	KEGGREST	C03042	0	0	2.242083017	0	0	0	0	0	0	2.003215269	0	0	0	0
299.259167	C18H36O3	(S)-2-Hydroxystearate	KEGGREST	C03045	0	0	2.242083017	0	0	0	0	0	0	2.003215269	0	0	0	0
299.259167	C18H36O3	(R)-10-Hydroxystearate	KEGGREST	C03195	0	0	2.242083017	0	0	0	0	0	0	2.003215269	0	0	0	0
300.072489	C12H15NO8	4-Nitrophenol-alpha-D-galactopyranoside	KEGGREST	C04452	0	0	-2.339781799	0	0	0	0	0	0	0	0	0	0	0
301.056505	C12H14O9				0	0	-2.427289017	0	0	0	0	0	0	0	0	0	0	0
301.11938	C16H18N2O4				-2.296042046	0	0	0	0	0	-2.296042046	0	0	0	0	0	0	0
301.202046	C16H30O5				0	0	0	0	0	2.18902001	0	0	0	0	0	0	0	0
303.10854	C13H20O8				0	-2.075842336	0	0	0	0	0	0	0	0	-2.088494944	0	0	0
304.08266	C15H15NO6				0	0	-2.526160583	0	0	0	0	0	0	0	0	0	-3.388628606	0
306.113566	C19H17NO3	Cusparine	KEGGREST	C10655	0	0	0	0	0	0	2.812945524	0	0	3.679715513	0	3.019496428	0	0
306.113566	C19H17NO3	Rutacridone	Pathos	C10738	0	0	0	0	0	0	2.812945524	0	0	3.679715513	0	3.019496428	0	0
306.113566	C19H17NO3	LY 294002	KEGGREST	C15195	0	0	0	0	0	0	2.812945524	0	0	3.679715513	0	3.019496428	0	0
307.082326	C15H16O7	Allamandin	KEGGREST	C09766	2.335361413	0	0	0	0	0	0	0	0	0	0	0	0	0
307.097582	C19H16O4	Warfarin	KEGGREST	C01541	0	0	0	0	0	0	0	0	0	0	0	2.853594793	0	0
307.097582	C19H16O4	Bisdemethoxycurcumin	Pathos	C17743	0	0	0	0	0	0	0	0	0	0	0	2.853594793	0	0
307.097582	C19H16O4	(S)-Warfarin	KEGGREST	C20129	0	0	0	0	0	0	0	0	0	0	0	2.853594793	0	0
308.098704	C11H19NO9	N-Acetylneuraminate	Pathos	C00270	4.691157054	2.378408584	3.868995207	2.679173032	0	2.778152341	2.318575523	0	2.436227722	3.525216089	3.869882927	2.485629313	0	3.734083516
308.098704	C11H19NO9	O-Acetylneuraminic acid	KEGGREST	C03525	4.691157054	2.378408584	3.868995207	2.679173032	0	2.778152341	2.318575523	0	2.436227722	3.525216089	3.869882927	2.485629313	0	3.734083516
308.098704	C11H19NO9	N-Acetyl-alpha-neuraminate	KEGGREST	C19909	4.691157054	2.378408584	3.868995207	2.679173032	0	2.778152341	2.318575523	0	2.436227722	3.525216089	3.869882927	2.485629313	0	3.734083516
308.098704	C11H19NO9	N-Acetyl-beta-neuraminate	KEGGREST	C19910	4.691157054	2.378408584	3.868995207	2.679173032	0	2.778152341	2.318575523	0	2.436227722	3.525216089	3.869882927	2.485629313	0	3.734083516
308.098704	C11H19NO9	N-Glycolylmuramic acid	KEGGREST	C21053	4.691157054	2.378408584	3.868995207	2.679173032	0	2.778152341	2.318575523	0	2.436227722	3.525216089	3.869882927	2.485629313	0	3.734083516
308.150346	C16H23NO5	Fulvine	KEGGREST	C10304	3.271293898	0	2.070354937	0	0	0	2.207375267	0	0	0	0	0	0	0
309.06159	C14H14O8				0	0	-2.481541417	0	0	0	0	0	0	0	0	0	0	0
309.170747	C17H26O5	Botrydial	KEGGREST	C09622	0	0	0	0	0	2.17030938	0	0	0	0	0	0	0	0
311.040855	C13H12O9				0	0	-2.283914792	0	0	0	0	0	0	0	0	0	0	0
311.140115	C18H20N2O3				0	2.322089316	0	0	2.197399609	0	0	0	2.984346673	0	2.996775412	0	-2.009166888	0
312.14526	C15H23NO6				2.296915853	0	0	0	0	2.047099136	2.274950916	0	0	0	2.185172997	0	0	0
314.16091	C15H25NO6				4.234383494	0	3.435080698	2.291499771	0	0	2.321603221	0	3.184213755	3.265078058	3.390471844	0	0	3.361188679
315.196567	C20H28O3	Gibberellin A12 aldehyde	Pathos	C06093	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	Cafestol	KEGGREST	C09066	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	Pisiferic acid	KEGGREST	C09163	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	Royleanone	KEGGREST	C09182	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	Taxodone	KEGGREST	C09196	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	Petasin	KEGGREST	C09706	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	Cinerin I	KEGGREST	C09845	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	Mytatrienediol	KEGGREST	C14242	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	"17beta-Hydroxy-17-methylandrost-4-ene-3,11-dione"	KEGGREST	C14615	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	"15-Deoxy-delta-12,14-PGJ2"	Pathos	C14717	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	"11alpha,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one"	KEGGREST	C14887	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	"2,17beta-Dihydroxy-17-methylandrosta-1,4-dien-3-one"	KEGGREST	C15126	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	"9beta,11beta-Epoxy-17beta-hydroxy-17-methylandrost-4-en-3-one"	KEGGREST	C15192	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	17beta-Hydroxyestr-5(10)-en-3-one acetate	KEGGREST	C15282	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	"11beta,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one"	KEGGREST	C15287	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	all-trans-4-Hydroxyretinoic acid	Pathos	C16677	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	all-trans-18-Hydroxyretinoic acid	Pathos	C16679	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	"all-trans-5,6-Epoxyretinoic acid"	Pathos	C16680	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	"3beta-Hydroxy-9beta-pimara-7,15-diene-19,6beta-olide"	KEGGREST	C18016	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.196567	C20H28O3	11-Hydroxysugiol	KEGGREST	C21823	0	0	2.814294567	0	0	0	0	0	0	0	0	0	0	0
315.254082	C18H36O4	"(9R,10R)-Dihydroxyoctadecanoic acid"	KEGGREST	C08314	0	0	3.163418096	0	0	0	0	0	0	0	2.078220196	0	0	0
315.254082	C18H36O4	"(9S,10S)-9,10-Dihydroxyoctadecanoate"	KEGGREST	C15988	0	0	3.163418096	0	0	0	0	0	0	0	2.078220196	0	0	0
315.254082	C18H36O4	"9,10-Dihydroxystearate"	KEGGREST	C19622	0	0	3.163418096	0	0	0	0	0	0	0	2.078220196	0	0	0
316.08266	C16H15NO6				0	0	2.009464311	0	0	0	2.647387452	0	0	0	0	0	0	0
319.093559	C15H16N2O6				0	0	0	0	0	0	0	0	0	0	0	0	0	-2.553921019
319.16633	C17H24N2O4				0	0	-2.710717939	0	0	-2.965469493	0	0	0	0	0	0	0	0
320.062319	C11H15NO10	beta-Citryl-L-glutamate	KEGGREST	C20775	2.065156123	0	0	0	0	0	0	0	0	2.248013997	2.122817626	0	0	0
321.06159	C15H14O8	Leucodelphinidin	Pathos	C05909	0	0	-2.31749351	0	0	-2.260949845	0	0	0	0	-2.182850724	0	0	0
321.124465	C19H18N2O3				0	0	0	0	0	2.546120614	0	0	0	0	0	0	0	0
323.17114	C14H28O8				0	0	2.636328314	0	0	2.070333486	0	0	0	2.424371665	0	0	0	0
323.222782	C19H32O4	Decylubiquinol	KEGGREST	C15495	0	2.001159224	0	0	0	0	0	0	0	0	0	0	0	0
323.222782	C19H32O4	Dihydromonacolin L acid	KEGGREST	C20851	0	2.001159224	0	0	0	0	0	0	0	0	0	0	0	0
325.056505	C14H14O9	Sinapoyltartronate	KEGGREST	C02750	0	0	-2.535439341	0	0	-2.362090428	0	0	0	0	0	0	0	0
325.108146	C19H18O5	Methylophiopogonone B	KEGGREST	C17474	0	0	0	0	0	0	0	0	0	0	0	0	-2.468897039	0
325.108146	C19H18O5	R1128C	KEGGREST	C18842	0	0	0	0	0	0	0	0	0	0	0	0	-2.468897039	0
325.108146	C19H18O5	R1128D	KEGGREST	C18843	0	0	0	0	0	0	0	0	0	0	0	0	-2.468897039	0
327.087411	C18H16O6	Betagarin	KEGGREST	C09479	0	0	-3.549699264	0	0	0	-2.311166656	0	0	0	0	0	0	0
327.087411	C18H16O6	"6-Hydroxy-2-(4-methoxyphenyl)-5,7-dimethoxy-4H-1-benzopyran-4-one"	KEGGREST	C14985	0	0	-3.549699264	0	0	0	-2.311166656	0	0	0	0	0	0	0
327.087411	C18H16O6	"2-(4-Hydroxyphenyl)-5,6,7-trimethoxy-4H-1-benzopyran-4-one"	KEGGREST	C14986	0	0	-3.549699264	0	0	0	-2.311166656	0	0	0	0	0	0	0
327.087411	C18H16O6	"7-Hydroxy-2',4',5'-trimethoxyisoflavone"	Pathos	C16188	0	0	-3.549699264	0	0	0	-2.311166656	0	0	0	0	0	0	0
327.087411	C18H16O6	9-Demethylmunduserone	Pathos	C16189	0	0	-3.549699264	0	0	0	-2.311166656	0	0	0	0	0	0	0
327.087411	C18H16O6	Ophiopogonanone A	KEGGREST	C17475	0	0	-3.549699264	0	0	0	-2.311166656	0	0	0	0	0	0	0
333.207132	C20H30O4	12-Keto-leukotriene B4	Pathos	C05949	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	Prostaglandin A2	Pathos	C05953	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	Prostaglandin B2	Pathos	C05954	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	Prostaglandin C2	Pathos	C05955	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	Prostaglandin J2	Pathos	C05957	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	delta-12-Prostaglandin J2	Pathos	C05958	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	Lathyrol	KEGGREST	C09125	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	17-Oxogrindelic acid	KEGGREST	C09150	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	"6beta,7beta-Dihydroxykaurenoic acid"	Pathos	C11876	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	Di-n-hexyl phthalate	KEGGREST	C14504	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	"5,6-Epoxytetraene"	Pathos	C14815	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	17beta-Hydroxy-4-oxa-5alpha-androstan-3-one acetate	KEGGREST	C14913	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	"3beta,13-Dihydroxy-16-(hydroxymethylene)-13,17-seco-5alpha-androstan-17-oic acid, delta-lactone"	KEGGREST	C15159	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
333.207132	C20H30O4	Resolvin E2	KEGGREST	C18173	0	0	4.1320641	0	0	0	0	0	0	0	0	0	0	0
334.093225	C16H17NO7				0	0	-2.458780815	0	0	0	0	0	0	0	0	0	-2.587871323	0
337.202047	C19H30O5	Shiromodiol diacetate	KEGGREST	C09725	0	2.651807946	2.206281984	0	2.672955648	2.829488652	2.175296146	2.370690567	2.936626519	2.101940901	2.407420005	0	0	0
337.202047	C19H30O5	Piperonyl butoxide	KEGGREST	C18880	0	2.651807946	2.206281984	0	2.672955648	2.829488652	2.175296146	2.370690567	2.936626519	2.101940901	2.407420005	0	0	0
337.202047	C19H30O5	Monacolin J acid	KEGGREST	C20854	0	2.651807946	2.206281984	0	2.672955648	2.829488652	2.175296146	2.370690567	2.936626519	2.101940901	2.407420005	0	0	0
339.072155	C15H16O9	Daphnin	KEGGREST	C01421	0	0	-4.094412625	0	0	-4.402469582	-3.355605678	0	-2.123982203	-2.728377117	-2.664164079	0	0	0
339.072155	C15H16O9	Sinapoyl malate	Pathos	C02887	0	0	-4.094412625	0	0	-4.402469582	-3.355605678	0	-2.123982203	-2.728377117	-2.664164079	0	0	0
339.072155	C15H16O9	Cichoriin	KEGGREST	C09206	0	0	-4.094412625	0	0	-4.402469582	-3.355605678	0	-2.123982203	-2.728377117	-2.664164079	0	0	0
339.072155	C15H16O9	Esculin	KEGGREST	C09264	0	0	-4.094412625	0	0	-4.402469582	-3.355605678	0	-2.123982203	-2.728377117	-2.664164079	0	0	0
339.10854	C16H20O8				0	0	-2.493858642	0	0	0	0	0	0	0	0	0	0	0
341.062653	C13H14N2O9				0	0	-2.958179118	0	0	0	0	0	0	0	0	0	-3.607562398	0
341.087805	C15H18O9	Caffeic acid 3-glucoside	KEGGREST	C10431	0	-3.378544628	-3.378544628	0	0	0	0	-3.378544628	-3.378544628	-3.378544628	-3.378544628	-3.378544628	-3.378544628	3.322002833
341.087805	C15H18O9	1-Caffeoyl-beta-D-glucose	KEGGREST	C10433	0	-3.378544628	-3.378544628	0	0	0	0	-3.378544628	-3.378544628	-3.378544628	-3.378544628	-3.378544628	-3.378544628	3.322002833
341.108934	C12H22O11	Sucrose	Pathos	C00089	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Cellobiose	Pathos	C00185	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Maltose	Pathos	C00208	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Lactose	Pathos	C00243	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Isomaltose	Pathos	C00252	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	alpha-Maltose	KEGGREST	C00897	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	"alpha,alpha-Trehalose"	Pathos	C01083	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	alpha-D-Galactosyl-(1-3)-1D-myo-inositol	Pathos	C01235	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Nigerose	KEGGREST	C01518	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Inulobiose	KEGGREST	C01711	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Levanbiose	KEGGREST	C01725	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Mannobiose	KEGGREST	C01728	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Palatinose	KEGGREST	C01742	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	beta-Lactose	KEGGREST	C01970	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	beta-Maltose	KEGGREST	C01971	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Laminaribiose	KEGGREST	C02048	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	4-O-beta-D-Glucopyranosyl-D-mannose	KEGGREST	C02964	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	"alpha-D-Glucosyl-(1,3)-D-mannose"	KEGGREST	C04147	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	alpha-D-Aldosyl beta-D-fructoside	KEGGREST	C04219	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Epimelibiose	Pathos	C05400	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Melibiose	Pathos	C05402	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	alpha-Cellobiose	KEGGREST	C06421	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	beta-Cellobiose	KEGGREST	C06422	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Lactulose	KEGGREST	C07064	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Gentiobiose	KEGGREST	C08240	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Sophorose	KEGGREST	C08250	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	2-alpha-D-Glucosyl-D-glucose	KEGGREST	C15548	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	beta-D-Fructofuranosyl-alpha-D-mannopyranoside	KEGGREST	C18068	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Kojibiose	KEGGREST	C19632	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Maltulose	KEGGREST	C19633	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Melibiulose	KEGGREST	C19634	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Turanose	KEGGREST	C19636	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	3-O-alpha-D-Mannopyranosyl-alpha-D-mannopyranose	KEGGREST	C19773	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	4-O-beta-D-Mannopyranosyl-D-glucopyranose	KEGGREST	C20236	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	Mannobiose	KEGGREST	C20861	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
341.108934	C12H22O11	"beta-1,2-Mannobiose"	KEGGREST	C21336	0	0	0	-2.491827954	0	0	0	0	0	0	0	0	0	0
342.083054	C14H17NO9	DIBOA-glucoside	Pathos	C15772	0	2.578944461	0	0	0	2.180756888	0	2.161018613	0	0	0	2.705152093	0	0
343.082326	C18H16O7	"3',5-Dihydroxy-3,4',7-trimethoxyflavone"	Pathos	C04444	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
343.082326	C18H16O7	Cirsilineol	KEGGREST	C10032	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
343.082326	C18H16O7	Eupatilin	KEGGREST	C10040	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
343.082326	C18H16O7	(-)-Usnic acid	KEGGREST	C10101	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
343.082326	C18H16O7	Nevadensin	KEGGREST	C10111	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
343.082326	C18H16O7	Pachypodol	KEGGREST	C10117	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
343.082326	C18H16O7	Santin	KEGGREST	C10180	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
343.082326	C18H16O7	Tambulin	KEGGREST	C10189	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
343.082326	C18H16O7	Xanthomicrol	KEGGREST	C14476	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
343.082326	C18H16O7	Obtusin	KEGGREST	C17040	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
343.082326	C18H16O7	"3',4',5'-O-Trimethyltricetin"	KEGGREST	C19807	0	0	0	0	0	0	3.917809774	0	0	0	0	0	0	0
345.046334	C13H14O11				0	-2.389268708	-2.389268708	-2.389268708	0	-2.389268708	-2.389268708	0	-2.389268708	-2.389268708	-2.389268708	0	0	0
347.124859	C17H20N2O6				0	0	0	0	0	0	0	0	0	0	0	0	2.36816237	0
349.155765	C21H22N2O3	Vomilenine	Pathos	C01761	0	0	0	0	0	2.986052875	0	0	0	0	0	0	0	0
349.155765	C21H22N2O3	Polyneuridine aldehyde	Pathos	C11632	0	0	0	0	0	2.986052875	0	0	0	0	0	0	0	0
349.155765	C21H22N2O3	Cathenamine	Pathos	C11680	0	0	0	0	0	2.986052875	0	0	0	0	0	0	0	0
349.155765	C21H22N2O3	19-epi-Cathenamine	Pathos	C11681	0	0	0	0	0	2.986052875	0	0	0	0	0	0	0	0
349.155765	C21H22N2O3	Perakine	KEGGREST	C19932	0	0	0	0	0	2.986052875	0	0	0	0	0	0	0	0
350.088139	C16H17NO8				0	0	0	0	0	0	0	0	0	0	0	0	-3.201649598	0
351.03577	C15H12O10	4-[2-(5-Carboxy-2-hydroxy-3-methoxyphenyl)-2-oxoethylidene]-2-hydroxy-2-pentenedioate	KEGGREST	C18349	0	0	-2.055149698	0	0	0	0	0	0	0	0	0	0	0
351.10854	C17H20O8				3.291056767	0	0	0	0	0	0	0	2.022752511	2.754599962	0	0	0	0
351.156159	C17H24N2O6				0	-2.199763772	-2.199763772	0	-2.199763772	-2.199763772	-2.199763772	0	0	-2.199763772	-2.199763772	0	0	0
352.067404	C15H15NO9				0	0	0	0	0	0	0	0	0	2.138849478	0	0	0	0
352.119046	C20H19NO5	Protopine	Pathos	C05189	-2.768560802	0	-3.984885797	0	0	0	-2.710760007	0	-2.178584699	0	-3.012398453	0	0	-2.049434677
352.119046	C20H19NO5	Parfumine	KEGGREST	C09599	-2.768560802	0	-3.984885797	0	0	0	-2.710760007	0	-2.178584699	0	-3.012398453	0	0	-2.049434677
352.119046	C20H19NO5	Chelidonine	KEGGREST	C12242	-2.768560802	0	-3.984885797	0	0	0	-2.710760007	0	-2.178584699	0	-3.012398453	0	0	-2.049434677
352.17656	C18H27NO6	Rosmarinine	KEGGREST	C10380	-3.755982118	-2.449128543	-2.851296354	0	0	0	0	-2.74652449	0	-2.077647428	0	0	-3.384830457	-2.486925627
353.05142	C15H14O10	2-Caffeoylisocitrate	KEGGREST	C02927	0	0	-2.85912592	0	0	-2.123588913	0	0	0	0	0	0	0	0
353.05142	C9H15N4O9P	5-Amino-6-(5'-phosphoribosylamino)uracil	Pathos	C01268	0	0	-2.85912592	0	0	-2.123588913	0	0	0	0	0	0	0	0
353.087805	C16H18O9	Chlorogenate	Pathos	C00852	0	0	-2.746091937	0	0	-2.274500183	0	0	0	0	-2.125582193	0	0	0
353.087805	C16H18O9	Scopolin	Pathos	C01527	0	0	-2.746091937	0	0	-2.274500183	0	0	0	0	-2.125582193	0	0	0
353.087805	C16H18O9	Biflorin	KEGGREST	C08996	0	0	-2.746091937	0	0	-2.274500183	0	0	0	0	-2.125582193	0	0	0
